Start,Target,Distance
Salvador,Cairo,2091
Salvador,Calcutta,5386
Salvador,Canton,7928
Salvador,Cape Town,3094
Salvador,Caracas,3161
Salvador,Cayenne,1772
Salvador,Chihuahua,7233
Salvador,Chongqing,7215
Salvador,Copenhagen,5265
Salvador,Crdoba,3364
Salvador,Dakar,2278
Salvador,Darwin,9950
Salvador,Djibouti,564
Salvador,Dublin,5335
Salvador,Durban,2049
Salvador,Edinburgh,5659
Salvador,Frankfurt,5027
Salvador,Georgetown,2282
Salvador,Glasgow,5608
Salvador,Guatemala City,5619
Salvador,Guayaquil,4691
Salvador,Hamburg,5166
Salvador,Hammerfest,6511
Salvador,Havana,4788
Salvador,Helsinki,5397
Salvador,Hobart,10558
Salvador,Hong Kong,8044
Salvador,Iquique,3553
Salvador,Irkutsk,7277
Salvador,Jakarta,7499
Salvador,Johannesburg,1827
Salvador,Kingston,4134
Salvador,Kinshasa,2704
Salvador,Kuala Lumpur,7003
Salvador,La Paz,3248
Salvador,Leeds,5590
Salvador,Lima,4226
Salvador,Lisbon,4015
Salvador,Liverpool,5490
Salvador,London,5483
Salvador,Lyons,4848
Salvador,Madrid,4587
Salvador,Manchester,5536
Salvador,Manila,8850
Salvador,Marseilles,4651
Salvador,Mazatln,7232
Salvador,Mecca,978
Salvador,Melbourne,10551
Salvador,Mexico City,6580
Salvador,Milan,4562
Salvador,Montevideo,3033
Salvador,Moscow,4769
Salvador,Munich,4729
Salvador,Nagasaki,9381
Salvador,Nagoya,9927
Salvador,Nairobi,1271
Salvador,Nanjing (Nanking),8359
Salvador,Naples,3897
Salvador,New Delhi,4385
Salvador,Newcastle-on-Tyne,5668
Salvador,Odessa,3819
Salvador,Osaka,9854
Salvador,Oslo,5709
Salvador,Panama City,4504
Salvador,Paramaribo,2014
Salvador,Paris,5192
Salvador,Perth,8083
Salvador,Plymouth,5191
Salvador,Port Moresby,11862
Salvador,Prague,4747
Salvador,Rangoon,6209
Salvador,Reykjavk,5907
Salvador,Rio de Janeiro,1225
Salvador,Rome,4090
Salvador,Salvador,0
Salvador,Santiago,3992
Salvador,St. Petersburg,5268
Salvador,So Paulo,1466
Salvador,Shanghai,8633
Salvador,Singapore,7299
Salvador,Sofia,3622
Salvador,Stockholm,5441
Salvador,Sydney,11232
Salvador,Tananarive,1173
Salvador,Teheran,2868
Salvador,Tokyo,10187
Salvador,Tripoli,3391
Salvador,Venice,4392
Salvador,Veracruz,6203
Salvador,Vienna,4452
Salvador,Vladivostok,9355
Salvador,Warsaw,4664
Salvador,Wellington,12540
Salvador,Zrich,4756
Santiago,Aberdeen,5628
Santiago,Adelaide,6142
Santiago,Algiers,6033
Santiago,Amsterdam,5560
Santiago,Ankara,3435
Santiago,Asuncin,1553
Santiago,Athens,4242
Santiago,Auckland,8957
Santiago,Bangkok,3737
Santiago,Barcelona,5893
Santiago,Beijing,4112
Santiago,Belm,4242
Santiago,Belfast,5477
Santiago,Belgrade,4439
Santiago,Berlin,4967
Santiago,Birmingham,5762
Santiago,Bogot,3242
Santiago,Bombay,1600
Santiago,Bordeaux,6009
Santiago,Bremen,5288
Santiago,Brisbane,7813
Santiago,Bristol,5721
Santiago,Brussels,5601
Santiago,Bucharest,3932
Santiago,Budapest,4503
Santiago,Buenos Aires,1135
Santiago,Cairo,3704
Santiago,Calcutta,2125
Santiago,Canton,4275
Santiago,Cape Town,4793
Santiago,Caracas,2578
Santiago,Cayenne,3719
Santiago,Chihuahua,3468
Santiago,Chongqing,3417
Santiago,Copenhagen,5045
Santiago,Crdoba,636
Santiago,Dakar,5731
Santiago,Darwin,6490
Santiago,Djibouti,3689
Santiago,Dublin,5444
Santiago,Durban,3788
Santiago,Edinburgh,5627
Santiago,Frankfurt,5305
Santiago,Georgetown,3242
Santiago,Glasgow,5561
Santiago,Guatemala City,2904
Santiago,Guayaquil,3594
Santiago,Hamburg,5174
Santiago,Hammerfest,4995
Santiago,Havana,1558
Santiago,Helsinki,4427
Santiago,Hobart,6581
Santiago,Hong Kong,4435
Santiago,Iquique,1465
Santiago,Irkutsk,3421
Santiago,Jakarta,4784
Santiago,Johannesburg,4110
Santiago,Kingston,1846
Santiago,Kinshasa,6561
Santiago,Kuala Lumpur,4589
Santiago,La Paz,1904
Santiago,Leeds,5763
Santiago,Lima,2463
Santiago,Lisbon,5388
Santiago,Liverpool,5653
Santiago,London,5847
Santiago,Lyons,5664
Santiago,Madrid,5879
Santiago,Manchester,5708
Santiago,Manila,5454
Santiago,Marseilles,5659
Santiago,Mazatln,3664
Santiago,Mecca,3324
Santiago,Melbourne,6558
Santiago,Mexico City,3290
Santiago,Milan,5313
Santiago,Montevideo,1330
Santiago,Moscow,3544
Santiago,Munich,5106
Santiago,Nagasaki,5443
Santiago,Nagoya,5946
Santiago,Nairobi,5016
Santiago,Nanjing (Nanking),4455
Santiago,Naples,4985
Santiago,New Delhi,840
Santiago,Newcastle-on-Tyne,5745
Santiago,Odessa,3660
Santiago,Osaka,5885
Santiago,Oslo,5202
Santiago,Panama City,2893
Santiago,Paramaribo,3475
Santiago,Paris,5777
Santiago,Perth,4201
Santiago,Plymouth,5585
Santiago,Port Moresby,8273
Santiago,Prague,4892
Santiago,Rangoon,3166
Santiago,Reykjavk,4770
Santiago,Rio de Janeiro,2925
Santiago,Rome,5122
Santiago,Salvador,3992
Santiago,Santiago,0
Santiago,St. Petersburg,4139
Santiago,So Paulo,2601
Santiago,Shanghai,4741
Santiago,Singapore,4967
Santiago,Sofia,4214
Santiago,Stockholm,4755
Santiago,Sydney,7241
Santiago,Tananarive,2825
Santiago,Teheran,1757
Santiago,Tokyo,6204
Santiago,Tripoli,5280
Santiago,Venice,5072
Santiago,Veracruz,2992
Santiago,Vienna,4750
Santiago,Vladivostok,5366
Santiago,Warsaw,4440
Santiago,Wellington,8667
Santiago,Zrich,5346
St. Petersburg,Aberdeen,1574
St. Petersburg,Adelaide,7669
St. Petersburg,Algiers,3218
St. Petersburg,Amsterdam,1780
St. Petersburg,Ankara,2231
St. Petersburg,Asuncin,4366
St. Petersburg,Athens,2491
St. Petersburg,Auckland,8837
St. Petersburg,Bangkok,7605
St. Petersburg,Barcelona,2771
St. Petersburg,Beijing,6098
St. Petersburg,Belm,6666
St. Petersburg,Belfast,1588
St. Petersburg,Belgrade,1798
St. Petersburg,Berlin,1321
St. Petersburg,Birmingham,1941
St. Petersburg,Bogot,7186
St. Petersburg,Bombay,5624
St. Petersburg,Bordeaux,2603
St. Petersburg,Bremen,1481
St. Petersburg,Brisbane,9074
St. Petersburg,Bristol,1962
St. Petersburg,Brussels,1916
St. Petersburg,Bucharest,1718
St. Petersburg,Budapest,1531
St. Petersburg,Buenos Aires,3465
St. Petersburg,Cairo,3265
St. Petersburg,Calcutta,6099
St. Petersburg,Canton,7362
St. Petersburg,Cape Town,3022
St. Petersburg,Caracas,6282
St. Petersburg,Cayenne,6405
St. Petersburg,Chihuahua,6560
St. Petersburg,Chongqing,6452
St. Petersburg,Copenhagen,1157
St. Petersburg,Crdoba,4025
St. Petersburg,Dakar,5131
St. Petersburg,Darwin,9403
St. Petersburg,Djibouti,5476
St. Petersburg,Dublin,1627
St. Petersburg,Durban,3339
St. Petersburg,Edinburgh,1662
St. Petersburg,Frankfurt,1686
St. Petersburg,Georgetown,6362
St. Petersburg,Glasgow,1606
St. Petersburg,Guatemala City,6973
St. Petersburg,Guayaquil,7653
St. Petersburg,Hamburg,1402
St. Petersburg,Hammerfest,1243
St. Petersburg,Havana,5640
St. Petersburg,Helsinki,295
St. Petersburg,Hobart,7294
St. Petersburg,Hong Kong,7556
St. Petersburg,Iquique,5432
St. Petersburg,Irkutsk,4433
St. Petersburg,Jakarta,8647
St. Petersburg,Johannesburg,3720
St. Petersburg,Kingston,5954
St. Petersburg,Kinshasa,6290
St. Petersburg,Kuala Lumpur,8596
St. Petersburg,La Paz,5709
St. Petersburg,Leeds,1879
St. Petersburg,Lima,6545
St. Petersburg,Lisbon,2750
St. Petersburg,Liverpool,1797
St. Petersburg,London,2060
St. Petersburg,Lyons,2314
St. Petersburg,Madrid,2838
St. Petersburg,Manchester,1841
St. Petersburg,Manila,8657
St. Petersburg,Marseilles,2483
St. Petersburg,Mazatln,7028
St. Petersburg,Mecca,4318
St. Petersburg,Melbourne,7672
St. Petersburg,Mexico City,7021
St. Petersburg,Milan,2118
St. Petersburg,Montevideo,3360
St. Petersburg,Moscow,626
St. Petersburg,Munich,1701
St. Petersburg,Nagasaki,7432
St. Petersburg,Nagoya,7475
St. Petersburg,Nairobi,6507
St. Petersburg,Nanjing (Nanking),6868
St. Petersburg,Naples,2394
St. Petersburg,New Delhi,4942
St. Petersburg,Newcastle-on-Tyne,1810
St. Petersburg,Odessa,1477
St. Petersburg,Osaka,7545
St. Petersburg,Oslo,1108
St. Petersburg,Panama City,6988
St. Petersburg,Paramaribo,6380
St. Petersburg,Paris,2178
St. Petersburg,Perth,6770
St. Petersburg,Plymouth,1922
St. Petersburg,Port Moresby,10602
St. Petersburg,Prague,1422
St. Petersburg,Rangoon,7077
St. Petersburg,Reykjavk,699
St. Petersburg,Rio de Janeiro,4237
St. Petersburg,Rome,2352
St. Petersburg,Salvador,5268
St. Petersburg,Santiago,4139
St. Petersburg,St. Petersburg,0
St. Petersburg,So Paulo,4224
St. Petersburg,Shanghai,7126
St. Petersburg,Singapore,8970
St. Petersburg,Sofia,1967
St. Petersburg,Stockholm,673
St. Petersburg,Sydney,8286
St. Petersburg,Tananarive,4769
St. Petersburg,Teheran,3090
St. Petersburg,Tokyo,7639
St. Petersburg,Tripoli,3255
St. Petersburg,Venice,1990
St. Petersburg,Veracruz,6836
St. Petersburg,Vienna,1559
St. Petersburg,Vladivostok,6573
St. Petersburg,Warsaw,1002
St. Petersburg,Wellington,8345
St. Petersburg,Zrich,1980
So Paulo,Aberdeen,5158
So Paulo,Adelaide,8741
So Paulo,Algiers,4382
So Paulo,Amsterdam,4772
So Paulo,Ankara,2222
So Paulo,Asuncin,1142
So Paulo,Athens,2694
So Paulo,Auckland,11422
So Paulo,Bangkok,5769
So Paulo,Barcelona,4482
So Paulo,Beijing,6709
So Paulo,Belm,2458
So Paulo,Belfast,4822
So Paulo,Belgrade,3335
So Paulo,Berlin,4269
So Paulo,Birmingham,4958
So Paulo,Bogot,3658
So Paulo,Bombay,2751
So Paulo,Bordeaux,4771
So Paulo,Bremen,4608
So Paulo,Brisbane,10414
So Paulo,Bristol,4865
So Paulo,Brussels,4711
So Paulo,Bucharest,2934
So Paulo,Budapest,3574
So Paulo,Buenos Aires,1686
So Paulo,Cairo,1681
So Paulo,Calcutta,4283
So Paulo,Canton,6746
So Paulo,Cape Town,2961
So Paulo,Caracas,2648
So Paulo,Cayenne,2185
So Paulo,Chihuahua,5989
So Paulo,Chongqing,5954
So Paulo,Copenhagen,4524
So Paulo,Crdoba,1965
So Paulo,Dakar,3204
So Paulo,Darwin,8887
So Paulo,Djibouti,1372
So Paulo,Dublin,4725
So Paulo,Durban,1714
So Paulo,Edinburgh,5023
So Paulo,Frankfurt,4456
So Paulo,Georgetown,2262
So Paulo,Glasgow,4962
So Paulo,Guatemala City,4717
So Paulo,Guayaquil,4287
So Paulo,Hamburg,4502
So Paulo,Hammerfest,5442
So Paulo,Havana,3651
So Paulo,Helsinki,4413
So Paulo,Hobart,9114
So Paulo,Hong Kong,6884
So Paulo,Iquique,2541
So Paulo,Irkutsk,5814
So Paulo,Jakarta,6696
So Paulo,Johannesburg,1834
So Paulo,Kingston,3201
So Paulo,Kinshasa,3961
So Paulo,Kuala Lumpur,6294
So Paulo,La Paz,2418
So Paulo,Leeds,5026
So Paulo,Lima,3496
So Paulo,Lisbon,3827
So Paulo,Liverpool,4914
So Paulo,London,4986
So Paulo,Lyons,4485
So Paulo,Madrid,4416
So Paulo,Manchester,4968
So Paulo,Manila,7801
So Paulo,Marseilles,4355
So Paulo,Mazatln,6077
So Paulo,Mecca,740
So Paulo,Melbourne,9139
So Paulo,Mexico City,5519
So Paulo,Milan,4143
So Paulo,Montevideo,1567
So Paulo,Moscow,3649
So Paulo,Munich,4168
So Paulo,Nagasaki,8043
So Paulo,Nagoya,8544
So Paulo,Nairobi,2669
So Paulo,Nanjing (Nanking),7044
So Paulo,Naples,3556
So Paulo,New Delhi,3125
So Paulo,Newcastle-on-Tyne,5074
So Paulo,Odessa,2921
So Paulo,Osaka,8486
So Paulo,Oslo,4904
So Paulo,Panama City,3876
So Paulo,Paramaribo,2200
So Paulo,Paris,4762
So Paulo,Perth,6782
So Paulo,Plymouth,4681
So Paulo,Port Moresby,10754
So Paulo,Prague,4094
So Paulo,Rangoon,5225
So Paulo,Reykjavk,4911
So Paulo,Rio de Janeiro,336
So Paulo,Rome,3746
So Paulo,Salvador,1466
So Paulo,Santiago,2601
So Paulo,St. Petersburg,4224
So Paulo,So Paulo,0
So Paulo,Shanghai,7327
So Paulo,Singapore,6636
So Paulo,Sofia,3008
So Paulo,Stockholm,4553
So Paulo,Sydney,9827
So Paulo,Tananarive,545
So Paulo,Teheran,1438
So Paulo,Tokyo,8801
So Paulo,Tripoli,3403
So Paulo,Venice,3923
So Paulo,Veracruz,5158
So Paulo,Vienna,3827
So Paulo,Vladivostok,7927
So Paulo,Warsaw,3860
So Paulo,Wellington,11074
So Paulo,Zrich,4287
Shanghai,Aberdeen,8585
Shanghai,Adelaide,1639
Shanghai,Algiers,10127
Shanghai,Amsterdam,8905
Shanghai,Ankara,7773
Shanghai,Asuncin,6214
Shanghai,Athens,8579
Shanghai,Auckland,4887
Shanghai,Bangkok,2906
Shanghai,Barcelona,9788
Shanghai,Beijing,1044
Shanghai,Belm,8318
Shanghai,Belfast,8702
Shanghai,Belgrade,8423
Shanghai,Berlin,8419
Shanghai,Birmingham,9058
Shanghai,Bogot,5748
Shanghai,Bombay,5054
Shanghai,Bordeaux,9703
Shanghai,Bremen,8607
Shanghai,Brisbane,3173
Shanghai,Bristol,9087
Shanghai,Brussels,9041
Shanghai,Bucharest,7989
Shanghai,Budapest,8324
Shanghai,Buenos Aires,5813
Shanghai,Cairo,8338
Shanghai,Calcutta,3408
Shanghai,Canton,1148
Shanghai,Cape Town,9214
Shanghai,Caracas,6015
Shanghai,Cayenne,7763
Shanghai,Chihuahua,1457
Shanghai,Chongqing,1445
Shanghai,Copenhagen,8283
Shanghai,Crdoba,5374
Shanghai,Dakar,10467
Shanghai,Darwin,2297
Shanghai,Djibouti,8225
Shanghai,Dublin,8752
Shanghai,Durban,8431
Shanghai,Edinburgh,8742
Shanghai,Frankfurt,8796
Shanghai,Georgetown,7086
Shanghai,Glasgow,8695
Shanghai,Guatemala City,3660
Shanghai,Guayaquil,5435
Shanghai,Hamburg,8526
Shanghai,Hammerfest,7054
Shanghai,Havana,3917
Shanghai,Helsinki,7378
Shanghai,Hobart,2617
Shanghai,Hong Kong,1218
Shanghai,Iquique,5172
Shanghai,Irkutsk,2735
Shanghai,Jakarta,3173
Shanghai,Johannesburg,8797
Shanghai,Kingston,4743
Shanghai,Kinshasa,11285
Shanghai,Kuala Lumpur,3679
Shanghai,La Paz,5593
Shanghai,Leeds,8982
Shanghai,Lima,4986
Shanghai,Lisbon,9518
Shanghai,Liverpool,8911
Shanghai,London,9180
Shanghai,Lyons,9385
Shanghai,Madrid,9826
Shanghai,Manchester,8951
Shanghai,Manila,1863
Shanghai,Marseilles,9502
Shanghai,Mazatln,1729
Shanghai,Mecca,8060
Shanghai,Melbourne,2247
Shanghai,Mexico City,2531
Shanghai,Milan,9116
Shanghai,Montevideo,5995
Shanghai,Moscow,6840
Shanghai,Munich,8748
Shanghai,Nagasaki,798
Shanghai,Nagoya,1505
Shanghai,Nairobi,9434
Shanghai,Nanjing (Nanking),292
Shanghai,Naples,9088
Shanghai,New Delhi,4247
Shanghai,Newcastle-on-Tyne,8896
Shanghai,Odessa,7627
Shanghai,Osaka,1358
Shanghai,Oslo,8126
Shanghai,Panama City,5007
Shanghai,Paramaribo,7427
Shanghai,Paris,9299
Shanghai,Perth,549
Shanghai,Plymouth,9045
Shanghai,Port Moresby,3662
Shanghai,Prague,8469
Shanghai,Rangoon,3029
Shanghai,Reykjavk,7361
Shanghai,Rio de Janeiro,7658
Shanghai,Rome,9152
Shanghai,Salvador,8633
Shanghai,Santiago,4741
Shanghai,St. Petersburg,7126
Shanghai,So Paulo,7327
Shanghai,Shanghai,0
Shanghai,Singapore,3818
Shanghai,Sofia,8335
Shanghai,Stockholm,7763
Shanghai,Sydney,2794
Shanghai,Tananarive,7466
Shanghai,Teheran,6372
Shanghai,Tokyo,1753
Shanghai,Tripoli,9668
Shanghai,Venice,8919
Shanghai,Veracruz,2855
Shanghai,Vienna,8489
Shanghai,Vladivostok,1635
Shanghai,Warsaw,7972
Shanghai,Wellington,4829
Shanghai,Zrich,9034
Singapore,Aberdeen,10526
Singapore,Adelaide,5179
Singapore,Algiers,10872
Singapore,Amsterdam,10519
Singapore,Ankara,8307
Singapore,Asuncin,5620
Singapore,Athens,9060
Singapore,Auckland,8234
Singapore,Bangkok,1414
Singapore,Barcelona,10811
Singapore,Beijing,4460
Singapore,Belm,6143
Singapore,Belfast,10420
Singapore,Belgrade,9382
Singapore,Berlin,9927
Singapore,Birmingham,10719
Singapore,Bogot,3284
Singapore,Bombay,3924
Singapore,Bordeaux,10962
Singapore,Bremen,10239
Singapore,Brisbane,6086
Singapore,Bristol,10683
Singapore,Brussels,10567
Singapore,Bucharest,8875
Singapore,Budapest,9465
Singapore,Buenos Aires,5974
Singapore,Cairo,8251
Singapore,Calcutta,2880
Singapore,Canton,2713
Singapore,Cape Town,9504
Singapore,Caracas,4143
Singapore,Cayenne,5716
Singapore,Chihuahua,3044
Singapore,Chongqing,3162
Singapore,Copenhagen,9979
Singapore,Crdoba,5328
Singapore,Dakar,9574
Singapore,Darwin,3219
Singapore,Djibouti,6742
Singapore,Dublin,10397
Singapore,Durban,8306
Singapore,Edinburgh,10557
Singapore,Frankfurt,10270
Singapore,Georgetown,5069
Singapore,Glasgow,10492
Singapore,Guatemala City,2069
Singapore,Guayaquil,2668
Singapore,Hamburg,10128
Singapore,Hammerfest,9522
Singapore,Havana,3409
Singapore,Helsinki,9265
Singapore,Hobart,6322
Singapore,Hong Kong,2605
Singapore,Iquique,4146
Singapore,Irkutsk,5689
Singapore,Jakarta,645
Singapore,Johannesburg,8471
Singapore,Kingston,3476
Singapore,Kinshasa,9818
Singapore,Kuala Lumpur,378
Singapore,La Paz,4219
Singapore,Leeds,10712
Singapore,Lima,3146
Singapore,Lisbon,10246
Singapore,Liverpool,10604
Singapore,London,10809
Singapore,Lyons,10621
Singapore,Madrid,10782
Singapore,Manchester,10659
Singapore,Manila,2378
Singapore,Marseilles,10595
Singapore,Mazatln,2461
Singapore,Mecca,7287
Singapore,Melbourne,5822
Singapore,Mexico City,2058
Singapore,Milan,10265
Singapore,Montevideo,6156
Singapore,Moscow,8428
Singapore,Munich,10073
Singapore,Nagasaki,4422
Singapore,Nagoya,5134
Singapore,Nairobi,7448
Singapore,Nanjing (Nanking),3803
Singapore,Naples,9874
Singapore,New Delhi,4127
Singapore,Newcastle-on-Tyne,10684
Singapore,Odessa,8622
Singapore,Osaka,4946
Singapore,Oslo,10074
Singapore,Panama City,2807
Singapore,Paramaribo,5392
Singapore,Paris,10745
Singapore,Perth,3609
Singapore,Plymouth,10551
Singapore,Port Moresby,4977
Singapore,Prague,9859
Singapore,Rangoon,1897
Singapore,Reykjavk,9508
Singapore,Rio de Janeiro,6938
Singapore,Rome,10029
Singapore,Salvador,7299
Singapore,Santiago,4967
Singapore,St. Petersburg,8970
Singapore,So Paulo,6636
Singapore,Shanghai,3818
Singapore,Singapore,0
Singapore,Sofia,9130
Singapore,Stockholm,9628
Singapore,Sydney,6130
Singapore,Tananarive,6422
Singapore,Teheran,6584
Singapore,Tokyo,5315
Singapore,Tripoli,9979
Singapore,Venice,10023
Singapore,Veracruz,2155
Singapore,Vienna,9716
Singapore,Vladivostok,5453
Singapore,Warsaw,9399
Singapore,Wellington,8337
Singapore,Zrich,10309
Sofia,Aberdeen,2231
Sofia,Adelaide,9216
Sofia,Algiers,1848
Sofia,Amsterdam,1772
Sofia,Ankara,845
Sofia,Asuncin,3660
Sofia,Athens,536
Sofia,Auckland,10767
Sofia,Bangkok,7951
Sofia,Barcelona,1683
Sofia,Beijing,7392
Sofia,Belm,5211
Sofia,Belfast,1852
Sofia,Belgrade,331
Sofia,Berlin,1329
Sofia,Birmingham,1953
Sofia,Bogot,6563
Sofia,Bombay,5286
Sofia,Bordeaux,1856
Sofia,Bremen,1643
Sofia,Brisbane,10760
Sofia,Bristol,1858
Sofia,Brussels,1703
Sofia,Bucharest,349
Sofia,Budapest,617
Sofia,Buenos Aires,3156
Sofia,Cairo,1533
Sofia,Calcutta,6338
Sofia,Canton,8255
Sofia,Cape Town,1076
Sofia,Caracas,5557
Sofia,Cayenne,5095
Sofia,Chihuahua,7412
Sofia,Chongqing,7327
Sofia,Copenhagen,1644
Sofia,Crdoba,3802
Sofia,Dakar,3164
Sofia,Darwin,10462
Sofia,Djibouti,3968
Sofia,Dublin,1742
Sofia,Durban,1574
Sofia,Edinburgh,2056
Sofia,Frankfurt,1455
Sofia,Georgetown,5267
Sofia,Glasgow,2001
Sofia,Guatemala City,7065
Sofia,Guayaquil,7150
Sofia,Hamburg,1549
Sofia,Hammerfest,3111
Sofia,Havana,5748
Sofia,Helsinki,1971
Sofia,Hobart,9038
Sofia,Hong Kong,8437
Sofia,Iquique,5065
Sofia,Irkutsk,5874
Sofia,Jakarta,8994
Sofia,Johannesburg,1871
Sofia,Kingston,5709
Sofia,Kinshasa,4323
Sofia,Kuala Lumpur,8756
Sofia,La Paz,5156
Sofia,Leeds,2028
Sofia,Lima,6184
Sofia,Lisbon,1207
Sofia,Liverpool,1919
Sofia,London,1978
Sofia,Lyons,1531
Sofia,Madrid,1664
Sofia,Manchester,1971
Sofia,Manila,9527
Sofia,Marseilles,1468
Sofia,Mazatln,7750
Sofia,Mecca,2793
Sofia,Melbourne,9337
Sofia,Mexico City,7488
Sofia,Milan,1173
Sofia,Montevideo,2973
Sofia,Moscow,1774
Sofia,Munich,1162
Sofia,Nagasaki,8812
Sofia,Nagoya,9011
Sofia,Nairobi,4765
Sofia,Nanjing (Nanking),8050
Sofia,Naples,782
Sofia,New Delhi,5041
Sofia,Newcastle-on-Tyne,2087
Sofia,Odessa,720
Sofia,Osaka,9043
Sofia,Oslo,2099
Sofia,Panama City,6615
Sofia,Paramaribo,5175
Sofia,Paris,1765
Sofia,Perth,7881
Sofia,Plymouth,1673
Sofia,Port Moresby,11985
Sofia,Prague,1129
Sofia,Rangoon,7379
Sofia,Reykjavk,2448
Sofia,Rio de Janeiro,2874
Sofia,Rome,908
Sofia,Salvador,3622
Sofia,Santiago,4214
Sofia,St. Petersburg,1967
Sofia,So Paulo,3008
Sofia,Shanghai,8335
Sofia,Singapore,9130
Sofia,Sofia,0
Sofia,Stockholm,1895
Sofia,Sydney,9995
Sofia,Tananarive,3497
Sofia,Teheran,2549
Sofia,Tokyo,9213
Sofia,Tripoli,1407
Sofia,Venice,936
Sofia,Veracruz,7205
Sofia,Vienna,840
Sofia,Vladivostok,8153
Sofia,Warsaw,1095
Sofia,Wellington,10285
Sofia,Zrich,1288
Stockholm,Aberdeen,902
Stockholm,Adelaide,8229
Stockholm,Algiers,2752
Stockholm,Amsterdam,1154
Stockholm,Ankara,2401
Stockholm,Asuncin,4840
Stockholm,Athens,2428
Stockholm,Auckland,9149
Stockholm,Bangkok,8271
Stockholm,Barcelona,2263
Stockholm,Beijing,6729
Stockholm,Belm,6941
Stockholm,Belfast,939
Stockholm,Belgrade,1634
Stockholm,Berlin,826
Stockholm,Birmingham,1295
Stockholm,Bogot,7718
Stockholm,Bombay,6196
Stockholm,Bordeaux,2032
Stockholm,Bremen,871
Stockholm,Brisbane,9568
Stockholm,Bristol,1332
Stockholm,Brussels,1313
Stockholm,Bucharest,1753
Stockholm,Budapest,1322
Stockholm,Buenos Aires,4002
Stockholm,Cairo,3365
Stockholm,Calcutta,6752
Stockholm,Canton,8029
Stockholm,Cape Town,2848
Stockholm,Caracas,6783
Stockholm,Cayenne,6734
Stockholm,Chihuahua,7230
Stockholm,Chongqing,7122
Stockholm,Copenhagen,550
Stockholm,Crdoba,4592
Stockholm,Dakar,4978
Stockholm,Darwin,10049
Stockholm,Djibouti,5716
Stockholm,Dublin,1000
Stockholm,Durban,3423
Stockholm,Edinburgh,993
Stockholm,Frankfurt,1131
Stockholm,Georgetown,6763
Stockholm,Glasgow,939
Stockholm,Guatemala City,7617
Stockholm,Guayaquil,8214
Stockholm,Hamburg,818
Stockholm,Hammerfest,1268
Stockholm,Havana,6277
Stockholm,Helsinki,390
Stockholm,Hobart,7775
Stockholm,Hong Kong,8223
Stockholm,Iquique,5996
Stockholm,Irkutsk,5051
Stockholm,Jakarta,9316
Stockholm,Johannesburg,3757
Stockholm,Kingston,6545
Stockholm,Kinshasa,6120
Stockholm,Kuala Lumpur,9252
Stockholm,La Paz,6241
Stockholm,Leeds,1221
Stockholm,Lima,7122
Stockholm,Lisbon,2381
Stockholm,Liverpool,1148
Stockholm,London,1419
Stockholm,Lyons,1783
Stockholm,Madrid,2346
Stockholm,Manchester,1187
Stockholm,Manila,9322
Stockholm,Marseilles,1988
Stockholm,Mazatln,7702
Stockholm,Mecca,4535
Stockholm,Melbourne,8188
Stockholm,Mexico City,7691
Stockholm,Milan,1664
Stockholm,Montevideo,3878
Stockholm,Moscow,1212
Stockholm,Munich,1237
Stockholm,Nagasaki,8037
Stockholm,Nagoya,8039
Stockholm,Nairobi,6632
Stockholm,Nanjing (Nanking),7510
Stockholm,Naples,2096
Stockholm,New Delhi,5572
Stockholm,Newcastle-on-Tyne,1144
Stockholm,Odessa,1646
Stockholm,Osaka,8119
Stockholm,Oslo,448
Stockholm,Panama City,7567
Stockholm,Paramaribo,6746
Stockholm,Paris,1582
Stockholm,Perth,7422
Stockholm,Plymouth,1325
Stockholm,Port Moresby,11184
Stockholm,Prague,997
Stockholm,Rangoon,7739
Stockholm,Reykjavk,606
Stockholm,Rio de Janeiro,4516
Stockholm,Rome,2004
Stockholm,Salvador,5441
Stockholm,Santiago,4755
Stockholm,St. Petersburg,673
Stockholm,So Paulo,4553
Stockholm,Shanghai,7763
Stockholm,Singapore,9628
Stockholm,Sofia,1895
Stockholm,Stockholm,0
Stockholm,Sydney,8776
Stockholm,Tananarive,5090
Stockholm,Teheran,3563
Stockholm,Tokyo,8190
Stockholm,Tripoli,2982
Stockholm,Venice,1599
Stockholm,Veracruz,7501
Stockholm,Vienna,1234
Stockholm,Vladivostok,7131
Stockholm,Warsaw,799
Stockholm,Wellington,8644
Stockholm,Zrich,1483
Sydney,Aberdeen,9371
Sydney,Adelaide,1162
Sydney,Algiers,11502
Sydney,Amsterdam,9889
Sydney,Ankara,9679
Sydney,Asuncin,8786
Sydney,Athens,10387
Sydney,Auckland,2142
Sydney,Bangkok,5576
Sydney,Barcelona,11036
Sydney,Beijing,3135
Sydney,Belm,11095
Sydney,Belfast,9645
Sydney,Belgrade,9964
Sydney,Berlin,9579
Sydney,Birmingham,9975
Sydney,Bogot,8527
Sydney,Bombay,7810
Sydney,Bordeaux,10797
Sydney,Bremen,9636
Sydney,Brisbane,792
Sydney,Bristol,10049
Sydney,Brussels,10067
Sydney,Bucharest,9653
Sydney,Budapest,9762
Sydney,Buenos Aires,8184
Sydney,Cairo,10483
Sydney,Calcutta,6193
Sydney,Canton,3835
Sydney,Cape Town,11032
Sydney,Caracas,8803
Sydney,Cayenne,10536
Sydney,Chihuahua,4246
Sydney,Chongqing,4220
Sydney,Copenhagen,9325
